7.358114312391841327e-01,5.480865108575420086e-01
8.405878886160486063e-01,7.438129532742157046e-01
7.009541428785350803e-01,1.581008978248396313e-01
9.101369752977727101e-01,2.092829831883007141e-02
2.875112188709937344e-01,5.590861716533924719e-01
7.187844241962689784e-01,1.944294804417451006e-01
7.634061652802333064e-01,9.983853811840104342e-01
2.110830763454057124e-01,7.314878897164297511e-01
2.310748034896882228e-02,3.123524055024916035e-01
8.885885537057299777e-01,5.044901497462357387e-01
5.000660565149152026e-01,9.997034861567662967e-01
7.184444375737322197e-01,9.270443797739360559e-01
2.747412558518020353e-01,1.060781326356494553e-01
6.120797660384920125e-01,2.037532671775760806e-01
6.530649183710742767e-01,3.763531426454295170e-01
6.246040709568244642e-01,9.611751185704219269e-01
5.638639237255951286e-01,1.544197290564434943e-01
1.742068874003488976e-01,5.992926728654512925e-01
5.966978397836772974e-01,6.252802063327034254e-01
4.881149353203204644e-01,6.248207563756621452e-01
4.088061375107516215e-01,6.243709538433106498e-01
7.131580339605020358e-01,1.006564495775950779e-01
4.641958231734038542e-01,3.784333021169303812e-01
6.710689933976954347e-01,2.540868209018545265e-01
6.259969936040593597e-01,6.344291309570980752e-01
7.592491959482323693e-01,3.515372443152486870e-01
6.505833377376737392e-01,1.911853246276203067e-01
5.682203869868756030e-01,2.358865715128361518e-01
7.138935366312554320e-01,4.795009164670415713e-01
6.807502615728737716e-01,3.787651141413921341e-01
7.679735716052641381e-01,4.353148182612701089e-01
3.495357047280026608e-01,5.635648816543327166e-01
7.392921814292716665e-01,8.973005956502175806e-01
6.539432851335260644e-01,6.692660769465336168e-02
6.046349979925784712e-01,2.797908098823906897e-01
6.977840817333069712e-01,9.181861070794933299e-01
5.622812820253881849e-01,6.070127362323555209e-01
9.672536317811149253e-02,5.355346897053239186e-01
1.321522489498990760e-01,6.841248423302714876e-01
3.812792873781564729e-01,7.153776141167257352e-01
8.461263784222254891e-01,3.897550829380663773e-01
6.489417586779864244e-01,5.115753205621008659e-01
6.612388567715787868e-01,8.082078299981168001e-01
5.675834799093212313e-01,8.236665763711225052e-01
5.461945765356910343e-01,9.305190621133324624e-01
6.893047225330556360e-01,9.925214133276025197e-02
4.047655728031317457e-01,1.199999581167087923e-02
4.022668792047071062e-01,2.608556969400568359e-01
5.807113271514043884e-01,3.537951850505071105e-01
6.121809529470008115e-01,4.500430484954679455e-01
3.144758819905053016e-01,4.760165417071928196e-01
4.458172149261878658e-01,9.990246732031602406e-01
8.078087236292541551e-01,6.247567333561500069e-01
7.914495335307729362e-02,6.779303077101775932e-01
6.844612498270180589e-01,7.925260194181297235e-01
3.791939744998673589e-01,1.536300855744095750e-01
6.270440759723000523e-01,1.324627783954549498e-01
7.058250634051004280e-01,7.741387539795760997e-01
4.213064533049292737e-01,9.747911856080221371e-02
2.706277855179638481e-01,8.457726733113676287e-01
5.605454744418297830e-01,7.606825118558699916e-01
7.037738134106659160e-01,9.914266676976584147e-01
8.800186591685933424e-01,1.055904998833855357e-01
9.721171713465991404e-01,9.088025619943509437e-01
4.400329221237489485e-02,8.131649966651673944e-01
6.216396661217058472e-01,6.917379317572230901e-01
5.583538853664964385e-01,3.075931964733157886e-01
7.850991593167198079e-01,7.459702046658343022e-01
8.874118180730365957e-01,2.639365406990153984e-01
6.181210906248204573e-01,3.297247654351502799e-01
4.468226024505678184e-01,8.903364233989848886e-01
3.736176229199988930e-01,3.705505174947176794e-02
6.714253215442498313e-01,6.478902687911202163e-01
2.389713892573386289e-01,3.705502574796101234e-01
7.281508990659439906e-01,9.895708490246433175e-01
3.587193085647833249e-03,1.316912181219549172e-01
7.051994376348391658e-01,8.485912318873282123e-01
3.727790741505963151e-02,9.728291982795652659e-01
6.986362861547318337e-01,6.980245331782416462e-01
3.840994874881438204e-01,3.666998256379387922e-01
3.655679103802456642e-01,9.291608639437674011e-01
3.500582354659503292e-01,3.350676340231676376e-01
7.947413015024477057e-01,9.697882123513211772e-01
8.977157790638187196e-01,8.102836080617749070e-01
1.218102365913014407e-01,9.812763721421186025e-01
6.471708017396927692e-01,8.639857305100576701e-01
7.263873940727196832e-01,7.023183759811637561e-01
8.436711654145040429e-01,1.343210365313394494e-01
2.670762071232117285e-01,2.477693105888996994e-01
3.011717421948291173e-01,3.262827390167040709e-01
1.195522172354649415e-01,3.198973516566241404e-01
2.527285889000294161e-02,4.715219105870135929e-01
7.949012033495654883e-01,5.270546892059373434e-01
6.285533777615985862e-01,5.675405493959955194e-01
7.530991075949720059e-01,7.906776957301266950e-01
6.977093520932456938e-01,2.403064001967502861e-01
7.983774872108251319e-01,1.066124199234892017e-01
4.959892397221769555e-01,7.402410221868395146e-01
3.482018412059819656e-01,8.367505298712812900e-01
7.625289999901857518e-01,7.626294285860218958e-02
3.165674739685961359e-01,8.842282085737519504e-01
7.156100337041274573e-01,2.873889839406191249e-01
4.992283699561771426e-01,2.924146485378560367e-01
1.405054771381517853e-01,4.689041793690419402e-01
2.681968080320986103e-01,6.498717376410542146e-01
2.504061974766226273e-01,6.050537874106263203e-01
8.302243393170558594e-01,2.608137679182375712e-01
8.243431316082320270e-01,2.778232817736804930e-02
6.010494358464162357e-01,5.669342734227843517e-01
8.851473096050987976e-01,9.175967079068716448e-01
6.455637122420995189e-01,7.502300039873133208e-01
9.588879603486564207e-01,7.618019074041212368e-01
8.464473715041905821e-01,9.482807384339512202e-01
6.049871914264944861e-01,7.444156334231515348e-01
2.116118646267673986e-01,5.226075076442536771e-01
6.955630023917326321e-01,6.229211013412818687e-01
3.211415892879799783e-01,2.553266572058754957e-01
3.061348624319902845e-01,1.399261741723781816e-01
2.839271672481193942e-01,3.968463116322893391e-01
8.897637748907510913e-01,6.423957562114401831e-01
5.348417353421799358e-01,3.905103186173529140e-01
6.658276693837784643e-01,1.244091263619138549e-01
1.390545955145454093e-01,1.483226397656100537e-01
9.470589597675056481e-01,2.075720303416483947e-01
4.989635263536395526e-01,8.465082829306894707e-01
6.613841007825607132e-01,6.512559679841478481e-03
7.180463671556387428e-01,3.502921558834506954e-01
2.021140794355652526e-01,2.429035145375177118e-01
6.873016212628515476e-01,4.406594686578409886e-02
6.508721218288555654e-01,6.069200321543823939e-01
2.622981276872771161e-01,4.428721629721758535e-01
2.978062162079810338e-01,9.839660773575086283e-01
5.988182666209349581e-01,3.998349744304222075e-01
7.315967919411419107e-01,1.300780195264211458e-01
5.396200987717821862e-01,6.788928169574111049e-01
7.156673350956715973e-02,4.116226326360356569e-01
6.797263073457082694e-01,1.839951240809027666e-01
3.818523023690424401e-01,5.009372318931173407e-01
4.074901014843447800e-01,9.069745578877178582e-01
7.593221097138486142e-01,8.623883647148269382e-01
4.994677113081166797e-01,2.023210440324182680e-01
6.383635987970567305e-01,4.480419717420717207e-01
5.832015764448552630e-01,6.832936252393466692e-01
7.926346138702821120e-01,8.887509663182606712e-01
2.276712327642693157e-01,9.023454373645770632e-01
6.505894487784077418e-01,3.165957350270634518e-01
6.763443168462280886e-01,4.885703499719236675e-01
5.910108162972356194e-01,4.894304987838661303e-01
1.769529699263980016e-01,3.837368857357616458e-01
4.988107480823289475e-01,9.432948260260846929e-02
6.819759346035791925e-01,3.150751732762521184e-01
5.922490096966237516e-01,1.870564905140490244e-02
7.484997984407268934e-01,1.637484137984984989e-01
4.606773202491262209e-01,4.894687871688835901e-01
1.456679483053016366e-01,8.327000737315803924e-01
3.545068219222297645e-01,2.082429155464186610e-01
6.652686716635257680e-01,5.647420785463664883e-01
2.901534248613726885e-02,6.236224178516470706e-01
7.148237241255979146e-01,4.447876955091620982e-02
6.391739247725318762e-01,2.571553095240720621e-01
4.324631057114494692e-01,1.787292819998171634e-01
6.615529622423520495e-01,9.238221425266627262e-01
3.369885707519039708e-01,9.890653228766589367e-01
7.445979682468554239e-01,9.607064829441114284e-01
5.979682694155139533e-01,8.863672964033544321e-01
7.294883126914887272e-01,7.733101764767310593e-01
7.373364198531194846e-01,5.876362031292016452e-02
7.073472531028173194e-01,4.188508966268703615e-01
3.354529109921824404e-01,4.432517485903875176e-01
6.915765212904846360e-01,5.492037605834594327e-01
7.442735510623071926e-02,2.084153562436818485e-01
3.104580467151310530e-01,6.190025479277124765e-01
7.266628573794020607e-01,6.156596516149395182e-01
2.912856923759697403e-01,7.553747262709917809e-01
2.181558112950210127e-01,7.350262311456862152e-02
6.281360640092925607e-01,3.859755988350695444e-01
5.857135237526696070e-01,7.764586081880409107e-02
5.318471479454563999e-01,5.531268860914563268e-01
9.589318660330510280e-01,5.303305504130729348e-02
5.696894695694341149e-01,4.344586994970610627e-01
6.811543677864725366e-01,8.684188900439075987e-01
5.392545327812007239e-01,4.760253028528702579e-01
6.226255009886269010e-01,8.066809113114244978e-01
7.883028406249964481e-01,1.939760482020558285e-01
6.749735034455317528e-01,7.298384651636287135e-01
3.878282982253737909e-01,8.276415606237672584e-01
6.650621613614347005e-01,4.382896434554746645e-01
6.814141015815272651e-01,9.678160017161280271e-01
6.531597879253242533e-01,6.842566567960990387e-01
4.296180033469242376e-01,7.662570182626888826e-01
7.378645664932865778e-01,2.397809326573953903e-01
3.486957462499927773e-01,6.904309783103046438e-01
3.369731832642430258e-01,1.051941143047606664e-01
3.228877726961724703e-01,7.342704750109988465e-01
5.761398182530031997e-01,5.343820690088952885e-01
6.208648516798707107e-01,5.105408660822416955e-01
8.249158475000843982e-01,8.368058235516904197e-01
7.567881632762696320e-01,6.711967501623691268e-01
7.254182831004939436e-01,8.477713352717713979e-01
7.712823380820353902e-01,2.838264991970828044e-01
